txn_id,customer_id,product_id,amount,currency,ts,status
t0011677,c01846,p0035,167.5,BRL,2025-05-29 12:05:00,refunded
t0011678,c02725,p0001,14.94,USD,2025-08-20 09:56:00,paid
t0011679,c00164,p0004,155.54,EUR,2025-03-23 21:36:00,paid
t0011680,c02689,p0065,16.57,USD,2025-05-24 11:43:00,paid
t0011681,c01936,p0082,81.69,EUR,2025-07-18 11:30:00,paid
t0011682,c00231,p0101,"$385,12",USD,2025-09-29 08:54:00,paid
t0011683,c03157,p0101,299.87,USD,2025-07-19 22:28:00,paid
t0011684,c03273,p0103,20.04,EUR,2025-07-19 21:58:00,Refunded
t0011685,c01346,p0013,28.15,USD,2025-07-13 19:35:00,paid
t0011686,c00745,p0082,219.05,USD,2025-05-12 21:34:00,refunded
t0011687,c01044,p0009,37.66,EUR,2025-05-30 13:46:00,refunded
t0011688,c02630,p0017,12.09,USD,2025-01-14 23:48:00,paid
t0011689,c00533,p0013,31.96,USD,2025-04-13 12:49:00,paid
t0011690,c01940,p0008,17.95,EUR,2025-01-05 10:32:00,paid
t0011691,c00152,p0097,17.69,USD,2025-04-30 21:36:00,paid
t0011692,c02399,p0076,40.25,EUR,2025-07-25 19:35:00,refunded
t0011693,c02868,p0084,233.57,EUR,2025-07-16 11:05:00,Paid
t0011694,c00952,p0053,67.21,USD,2025-02-01 11:24:00,paid
t0011695,c03460,p0103,€11.79,USD,2025-08-16 16:22:00,paid
t0011696,c00340,p0061,77.74,USD,2025-06-12 12:11:00,paid
t0011697,c02198,p0016,419.22,USD,2025-04-04 14:39:00,paid
t0011698,c00531,p0026,76.18,USD,2025-06-02 15:39:00,paid
t0011699,c00600,p0120,33.44,EUR,2025-07-23 21:14:00,paid
t0011700,c00693,p0031,49.03,USD,2025-02-14 09:21:00,refunded
t0011701,c03482,p0075,16.59,USD,2025-07-29 15:49:00,paid
t0011702,c02557,p0017,$16.05,USD,2025-06-01 15:02:00,paid
t0011703,c01901,p0113,45.05,USD,2025-05-11 09:14:00,paid
t0011704,c01194,p0080,90.51,BRL,2025-04-22 11:07:00,paid
t0011705,c03337,p0051,151.34,EUR,2025-08-26 19:21:00,paid
t0011706,c02477,p0084,158.81,BRL,2025-09-04 11:36:00,paid
t0011707,c03411,p0038,121.34,USD,2025-04-11 22:11:00,refunded
t0011708,c02233,p0050,222.4,MXN,2025-09-16 22:43:00,paid
t0011709,c02424,p0009,208.2,EUR,2025-04-09 16:43:00,refunded
t0011710,c00625,p0058,90.44,USD,2025-09-16 12:45:00,paid
t0011711,c01912,p0105,42.26,EUR,2025-05-04 16:54:00,Refunded
t0011712,c03384,p0117,27.6,EUR,2025-02-25 19:01:00,paid
t0011713,c00481,p0005,87.92,BRL,2025-04-23 19:28:00,paid
t0011714,c02806,p0062,17.27,USD,2025-05-05 15:58:00,paid
t0011715,c02715,p0075,103.99,EUR,2025-01-15 11:37:00,paid
t0011716,c03294,p0023,11.82,MXN,2025-03-20 14:01:00,cancelled
t0011717,c00835,p0026,31.96,USD,2025-04-22 08:42:00,paid
t0011718,c02036,p0088,108.35,EUR,2025-08-18 19:03:00,paid
t0011719,c02254,p0058,268.55,USD,2025-05-22 11:18:00,paid
t0011720,c00929,p0038,183.49,USD,2025-03-30 13:10:00,refunded
t0011721,c02921,p0069,173.92,USD,2025-05-13 21:17:00,paid
t0011722,c02844,p0033,266.89,USD,2025-07-13 11:12:00,paid
t0011723,c02661,p0079,10.02,USD,2025-09-13 14:08:00,paid
t0011724,c01985,p0102,37.45,MXN,2025-03-27 13:16:00,paid
t0011725,c01649,p0026,28.12,EUR,2025-07-30 05:12:00,paid
t0011726,c00063,p0070,139.03,USD,2025-07-02 19:51:00,paid
t0011727,c02391,p0010,159.94,EUR,2025-09-09 11:30:00,paid
t0011728,c01438,p0070,82.88,MXN,2025-05-20 21:42:00,cancelled
t0011729,c03406,p0020,26.3,USD,2025-07-07 10:15:00,cancelled
t0011730,,p0077,26.05,USD,2025-07-30 14:47:00,paid
t0011731,c00532,p0053,74.03,USD,2025-03-13 18:41:00,PAID
t0011732,c00335,p0080,141.04,EUR,2025-07-14 07:48:00,paid
t0011733,c00104,p0118,358.91,USD,2025-08-19 15:04:00,paid
t0011734,c01272,p0102,20.93,BRL,2025-04-06 20:12:00,paid
t0011735,c02669,p0087,12.89,EUR,2025-03-27 04:51:00,paid
t0011736,c00804,p0115,40.66,BRL,2025-02-06 12:56:00,paid
t0011737,c02603,p0074,26.89,MXN,2025-09-29 11:40:00,cancelled
t0011738,c02457,p0068,52.69,EUR,2025-01-22 21:48:00,paid
t0011739,c00289,p0077,30.96,EUR,2025-07-25 11:11:00,paid
t0011740,c03428,p0081,28.72,USD,2025-07-17 20:53:00,paid
t0011741,c01583,p0029,102.35,BRL,2025-01-22 23:27:00,paid
t0011742,c00493,p0016,119.8,MXN,2025-02-19 18:58:00,paid
t0011743,c00852,p0103,40.45,MXN,2025-05-31 20:38:00,paid
t0011744,c01624,p0057,131.62,USD,2025-02-12 15:07:00,Paid
t0011745,c02805,p0022,301.21,MXN,2025-01-31 19:21:00,paid
t0011746,c00566,p0027,119.29,EUR,2025-04-13 17:26:00,refunded
t0011747,c03486,p0013,15.31,USD,2025-05-21 13:29:00,Paid
t0011748,c01838,p0002,107.73,MXN,2025-03-18 09:59:00,cancelled
t0011749,c02318,p0108,57.5,USD,2025-01-16 12:28:00,paid
t0011750,c02340,p0003,44.47,EUR,2025-06-17 16:32:00,refunded
t0011751,c00432,p0089,53.01,USD,2025-01-24 20:00:00,paid
t0011752,c00234,p0079,€20.74,USD,2025-07-02 11:45:00,cancelled
t0011753,c01675,p0060,"$35,23",USD,2025-01-16 11:24:00,refunded
t0011754,c01799,p0080,91.05,EUR,2025-05-19 22:27:00,paid
t0011755,c01362,p0003,33.14,USD,2025-04-05 21:10:00,refunded
t0011756,c01308,p0064,15.0,MXN,2025-06-13 22:22:00,cancelled
t0011757,c03316,p0057,141.78,EUR,2025-05-14 15:16:00,paid
t0011758,c00267,p0107,55.74,USD,2025-09-07 13:19:00,paid
t0011759,c00103,p0046,32.55,EUR,2025-02-19 14:08:00,Refunded
t0011760,c00520,p0003,45.26,EUR,2025-04-20 16:55:00,paid
t0011761,c00140,p0048,76.63,EUR,2025-05-01 05:46:00,refunded
t0011762,c01503,p0050,$98.81,EUR,2025-03-06 19:58:00,paid
t0011763,c00969,p0030,104.75,MXN,2025-07-13 19:37:00,Refunded
t0011764,c02962,p0103,37.62,USD,2025-01-30 20:53:00,paid
t0011765,c02991,p0119,33.42,USD,2025-04-25 08:36:00,Refunded
t0011766,c02373,p0117,37.75,USD,2025-08-18 16:59:00,paid
t0011767,c00194,p0004,45.38,USD,2025-03-17 21:17:00,Paid
t0011768,c01491,p0005,131.58,EUR,2025-05-20 14:45:00,Refunded
t0011769,c02538,p0002,44.01,USD,2025-09-25 20:40:00,refunded
t0011770,c01344,p0063,54.71,MXN,2025-06-06 09:10:00,paid
t0011771,c00464,p0029,59.21,USD,2025-09-12 20:07:00,Paid
t0011772,c00135,p0073,255.58,EUR,2025-02-19 07:07:00,Refunded
t0011773,c02123,p0107,"€32,22",EUR,2025-06-11 09:52:00,paid
t0011774,c01697,p0102,83.86,EUR,2025-09-10 14:57:00,paid
t0011775,c01984,p0110,142.78,USD,2025-05-14 21:15:00,paid
t0011776,c00735,p0010,52.32,USD,2025-03-15 22:44:00,paid
t0011777,c01607,p0004,102.75,USD,2025-04-05 11:02:00,paid
t0011778,c01209,p0055,$26.32,EUR,2025-05-03 22:21:00,paid
t0011779,c00072,p0046,64.27,BRL,2025-07-10 12:17:00,paid
t0011780,c00724,p0014,8.92,EUR,2025-01-30 19:07:00,cancelled
t0011781,c03295,p0061,90.82,MXN,2025-03-06 12:25:00,paid
t0011782,c00843,p0033,337.43,MXN,2025-06-24 18:31:00,paid
t0011783,c01385,p0004,33.44,USD,2025-07-01 23:21:00,paid
t0011784,c01410,p0006,159.32,BRL,2025-08-21 22:56:00,refunded
t0011785,c01664,p0059,519.31,MXN,2025-04-10 23:09:00,Paid
t0011786,c03148,p0043,187.28,EUR,2025-05-18 21:41:00,refunded
t0011787,c03138,p0078,193.05,USD,2025-02-19 13:15:00,paid
t0011788,c02845,p0095,53.12,USD,2025-07-04 19:48:00,paid
t0011789,c02532,p0015,242.82,USD,2025-08-20 07:08:00,cancelled
t0011790,c00075,p0094,57.82,USD,2025-01-14 22:55:00,paid
t0011791,c01554,p0105,8.39,EUR,2025-06-06 21:00:00,refunded
t0011792,c02685,p0036,67.61,USD,2025-05-09 11:13:00,paid
t0011793,c03360,p0002,134.13,USD,2025-02-02 08:49:00,paid
t0011794,c00256,p0100,143.96,USD,2025-09-25 11:54:00,refunded
t0011795,c00820,p0111,8.93,USD,2025-05-20 10:40:00,cancelled
t0011796,c00398,p0115,98.16,USD,2025-09-19 08:40:00,paid
t0011797,c00806,p0032,496.91,EUR,2025-05-15 11:57:00,cancelled
t0011798,c00035,p0077,16.79,EUR,2025-05-21 00:53:00,paid
t0011799,c00007,p0019,"$53,21",USD,2025-08-15 12:37:00,paid
t0011800,c01435,p0107,$44.24,USD,2025-05-09 13:55:00,paid
t0011801,c02769,,33.51,USD,2025-08-30 13:15:00,paid
t0011802,c00306,p0097,66.33,EUR,2025-07-22 20:35:00,refunded
t0011803,c03191,p0020,10.83,USD,2025-07-13 11:37:00,paid
t0011804,c00198,p0089,26.59,BRL,2025-03-14 08:23:00,refunded
t0011805,c00487,p0093,11.37,USD,2025-04-14 07:15:00,paid
t0011806,c01694,p0080,203.54,MXN,2025-06-21 11:35:00,Paid
t0011807,c02792,p0065,8.63,MXN,2025-05-27 15:14:00,paid
t0011808,c02386,p0069,224.95,EUR,2025-07-15 10:53:00,paid
t0011809,c00944,p0073,161.11,EUR,2025-06-17 19:28:00,refunded
t0011810,c02400,p0011,167.89,MXN,2025-08-03 15:59:00,cancelled
t0011811,c00982,p0008,49.56,MXN,2025-02-19 12:51:00,paid
t0011812,c02244,p0058,241.16,EUR,2025-08-02 11:31:00,refunded
t0011813,c01001,p0023,18.98,USD,2025-06-01 15:29:00,paid
t0011814,c02634,p0011,216.91,MXN,2025-09-04 20:24:00,Paid
t0011815,c01280,p0025,41.51,EUR,2025-09-03 09:27:00,refunded
t0011816,c02372,p0035,128.28,EUR,2025-01-10 00:01:00,refunded
t0011817,c03073,p0077,125.34,MXN,2025-01-02 09:16:00,cancelled
t0011818,c02375,p0016,85.85,USD,2025-09-28 05:42:00,paid
t0011819,c02209,p0028,110.78,MXN,2025-01-19 11:19:00,paid
t0011820,c02606,p0117,25.3,EUR,2025-05-21 15:33:00,paid
t0011821,c02801,p0106,48.6,USD,2025-01-26 15:55:00,paid
t0011822,c01349,p0108,33.62,EUR,2025-02-04 16:55:00,refunded
t0011823,c01551,p0047,40.92,USD,2025-04-19 23:48:00,refunded
t0011824,c00131,p0113,73.54,USD,2025-02-19 21:48:00,paid
t0011825,c01704,p0068,40.61,USD,2025-03-04 08:17:00,paid
t0011826,c01491,p0030,136.53,USD,2025-04-16 21:29:00,paid
t0011827,c02133,p0093,20.71,USD,2025-01-11 14:30:00,cancelled
t0011828,c00761,p0120,22.69,EUR,2025-04-03 15:37:00,paid
t0011829,c03307,p0003,57.23,MXN,2025-08-23 20:20:00,paid
t0011830,c01316,p0107,30.75,USD,2025-05-11 13:18:00,paid
t0011831,c00129,p0072,138.27,BRL,2025-01-23 20:44:00,Paid
t0011832,c00032,p0111,9.21,USD,2025-02-05 20:03:00,paid
t0011833,c00821,p0058,416.12,EUR,2025-03-06 21:13:00,paid
t0011834,c00108,p0003,57.28,EUR,2025-04-09 09:10:00,paid
t0011835,c00316,p0038,164.83,USD,2025-07-09 14:12:00,cancelled
t0011836,c02579,p0051,73.43,BRL,2025-01-19 23:40:00,refunded
t0011837,c02308,p0005,251.53,USD,2025-05-26 13:32:00,Paid
t0011838,c03297,p0049,61.3,USD,2025-06-09 12:59:00,Refunded
t0011839,c03064,p0105,14.42,USD,2025-06-21 05:02:00,paid
t0011840,c01439,p0091,101.42,USD,2025-09-05 12:20:00,paid
t0011841,c02502,p0100,317.62,USD,2025-09-02 09:53:00,paid
t0011842,c03398,p0116,$19.83,MXN,2025-03-01 11:47:00,paid
t0011843,c02639,p0068,32.73,USD,2025-07-09 12:30:00,paid
t0011844,c03272,p0066,50.68,USD,2025-06-02 09:35:00,paid
t0011845,c01803,p0026,58.29,EUR,2025-05-23 21:24:00,paid
t0011846,c02913,p0053,95.75,USD,2025-01-11 10:56:00,paid
t0011847,c01246,p0105,34.54,EUR,2025-09-13 09:06:00,paid
t0011848,c00946,p0007,335.75,EUR,2025-07-20 18:12:00,paid
t0011849,,p0068,14.75,USD,2025-07-23 15:51:00,paid
t0011850,c00010,p0114,59.74,USD,2025-03-04 12:07:00,paid
t0011851,c00481,p0072,226.49,EUR,2025-08-14 21:59:00,paid
t0011852,c01009,p0021,63.26,USD,2025-01-23 11:22:00,refunded
t0011853,c01665,p0119,18.2,EUR,2025-08-30 10:29:00,refunded
t0011854,c02431,p0099,227.38,EUR,2025-02-27 23:10:00,paid
t0011855,c02339,p0027,335.42,USD,2025-03-24 11:57:00,refunded
t0011856,c03360,p0101,141.05,USD,2025-02-09 00:52:00,paid
t0011857,c01476,p0107,47.62,USD,2025-06-15 13:59:00,paid
t0011858,c01533,p0032,79.13,USD,2025-02-19 14:36:00,paid
t0011859,c00559,p0036,44.93,USD,2025-06-15 18:22:00,paid
t0011860,c02881,p0031,67.1,EUR,2025-03-19 22:42:00,paid
t0011861,c00696,p0055,35.03,USD,2025-05-01 12:37:00,paid
t0011862,c00528,p0101,280.3,MXN,2025-05-08 13:25:00,cancelled
t0011863,c01796,p0075,29.26,BRL,2025-07-30 21:59:00,paid
t0011864,c01056,p0109,$16.14,USD,2025-02-27 22:41:00,paid
t0011865,c01806,p0018,35.64,USD,2025-08-26 17:16:00,paid
t0011866,c02325,p0011,287.06,USD,2025-04-09 23:48:00,cancelled
t0011867,c01547,p0030,394.27,USD,2025-01-18 11:04:00,paid
t0011868,c03117,p0101,334.82,EUR,2025-06-02 19:54:00,paid
t0011869,c03297,p0009,71.0,EUR,2025-09-24 11:54:00,refunded
t0011870,c00305,p0032,608.96,MXN,2025-04-28 16:27:00,paid
t0011871,c01886,p0091,221.24,USD,2025-08-03 13:55:00,paid
t0011872,c01313,p0003,45.87,USD,2025-03-28 14:56:00,paid
t0011873,c02102,p0085,13.4,USD,2025-09-14 07:22:00,paid
t0011874,c03078,p0014,27.23,USD,2025-03-11 09:39:00,refunded
t0011875,c00085,p0029,72.92,EUR,2025-03-19 18:08:00,paid
t0011876,c00235,p0016,248.24,EUR,2025-01-19 19:21:00,refunded
t0011877,c02136,p0029,78.56,USD,2025-09-16 07:11:00,paid
t0011878,c00898,p0021,19.21,EUR,2025-05-15 13:20:00,paid
t0011879,c01850,p0004,78.31,USD,2025-01-22 14:40:00,paid
t0011880,c02471,p0061,46.2,EUR,2025-01-01 19:48:00,paid
t0011881,c00947,p0068,36.98,BRL,2025-08-10 20:02:00,paid
t0011882,c00060,p0058,236.69,EUR,2025-04-07 13:53:00,paid
t0011883,c00523,p0100,232.06,EUR,2025-05-08 19:59:00,cancelled
t0011884,c03248,p0065,28.64,USD,2025-05-22 08:40:00,paid
t0011885,c02074,p0052,56.2,BRL,2025-09-08 21:29:00,refunded
t0011886,c03481,p0086,16.35,EUR,2025-03-24 13:25:00,paid
t0011887,c01785,p0021,49.36,USD,2025-09-06 21:19:00,paid
t0011888,c01271,p0086,21.51,USD,2025-08-18 09:30:00,paid
t0011889,c00315,p0038,249.26,EUR,2025-04-18 21:27:00,paid
t0011890,c00487,p0107,100.46,USD,2025-05-11 23:36:00,cancelled
t0011891,c01617,p0011,305.38,USD,2025-07-22 09:45:00,paid
t0011892,c02248,p0029,83.37,USD,2025-07-11 20:33:00,refunded
t0011893,c00357,p0003,87.29,USD,2025-02-05 19:46:00,paid
t0011894,c02927,p0057,$112.13,USD,2025-05-15 07:31:00,paid
t0011895,c01420,p0115,26.11,EUR,2025-03-22 21:02:00,paid
t0011896,c01161,p0056,44.27,USD,2025-08-13 16:46:00,paid
t0011897,c02925,p0065,8.26,USD,2025-01-27 21:19:00,Paid
t0011898,c01654,p0077,55.66,USD,2025-08-27 22:32:00,paid
t0011899,c03307,p0027,156.31,USD,2025-01-11 09:13:00,Paid
t0011900,c01580,p0089,14.7,EUR,2025-01-25 19:23:00,refunded
t0011901,c02784,p0037,30.6,MXN,2025-02-12 15:20:00,Refunded
t0011902,c02385,p0060,27.43,USD,2025-08-11 12:09:00,paid
t0011903,c03442,p0061,59.59,USD,2025-01-20 22:34:00,cancelled
t0011904,c01289,p0001,35.52,EUR,2025-07-26 10:30:00,paid
t0011905,c01684,p0012,122.82,BRL,2025-05-24 22:55:00,paid
t0011906,c00437,p0096,54.76,EUR,2025-07-05 12:24:00,paid
t0011907,c01305,p0094,22.63,BRL,2025-08-23 10:28:00,paid
t0011908,c01137,p0094,30.69,USD,2025-08-21 09:38:00,Paid
t0011909,c03027,p0099,231.44,USD,2025-02-16 20:53:00,paid
t0011910,c02087,p0114,68.23,EUR,2025-09-22 18:14:00,cancelled
t0011911,c02817,p0062,8.35,USD,2025-01-02 21:37:00,paid
t0011912,c02321,p0080,253.08,EUR,2025-03-05 22:57:00,paid
t0011913,c01026,p0038,99.14,USD,2025-06-02 16:57:00,paid
t0011914,c01978,p0103,17.63,EUR,2025-08-04 19:44:00,paid
t0011915,c00463,p0004,13.33,EUR,2025-02-03 10:31:00,paid
t0011916,c02583,p0045,7.08,USD,2025-09-17 15:25:00,paid
t0011917,c02622,p0102,99.45,MXN,2025-03-12 05:10:00,cancelled
t0011918,c01602,p0069,239.64,USD,2025-07-09 14:01:00,paid
t0011919,c03489,p0032,250.24,USD,2025-09-20 21:03:00,refunded
t0011920,c02515,p0047,35.95,EUR,2025-05-10 21:46:00,paid
t0011921,c01954,p0036,63.2,USD,2025-06-13 21:40:00,refunded
t0011922,c02346,p0022,524.54,USD,2025-06-11 20:11:00,paid
t0011923,c02120,p0041,135.06,EUR,2025-04-23 10:29:00,Paid
t0011924,c03248,p0078,411.28,MXN,2025-03-13 20:41:00,paid
t0011925,c01280,p0112,254.11,USD,2025-08-29 13:01:00,paid
t0011926,c00282,p0060,27.22,USD,2025-04-13 17:48:00,Refunded
t0011927,c01801,p0042,58.84,EUR,2025-04-22 20:30:00,paid
t0011928,c01799,p0061,68.64,EUR,2025-05-10 01:18:00,PAID
t0011929,c02137,p0113,50.57,USD,2025-08-17 22:21:00,paid
t0011930,c00315,p0056,€41.43,BRL,2025-09-17 18:40:00,paid
t0011931,c00263,p0017,17.26,BRL,2025-06-25 23:11:00,paid
t0011932,c00706,p0080,290.16,BRL,2025-06-30 12:13:00,PAID
t0011933,c00624,p0113,64.08,EUR,2025-04-27 20:33:00,paid
t0011934,c01246,p0019,32.53,EUR,2025-09-24 09:23:00,paid
t0011935,c03242,p0083,12.89,USD,2025-01-02 07:09:00,paid
t0011936,c00110,p0105,"$47,47",EUR,2025-03-22 11:26:00,paid
t0011937,c02607,p0115,73.29,USD,2025-03-29 03:31:00,refunded
t0011938,c03336,p0113,78.34,BRL,2025-02-18 20:32:00,refunded
t0011939,c01850,p0093,37.13,USD,2025-02-15 10:08:00,refunded
t0011940,c01555,p0036,20.97,USD,2025-03-03 21:59:00,refunded
t0011941,c02287,p0060,14.52,USD,2025-06-14 20:00:00,paid
t0011942,c01703,p0059,156.54,EUR,2025-06-04 17:22:00,paid
t0011943,c01333,p0063,"$24,45",USD,2025-02-06 11:03:00,paid
t0011944,c01238,p0081,52.14,USD,2025-01-14 14:41:00,Refunded
t0011945,c01981,p0068,32.22,EUR,2025-03-01 16:01:00,paid
t0011946,c00458,p0088,78.11,BRL,2025-06-03 08:46:00,paid
t0011947,c01295,p0072,$310.57,BRL,2025-06-28 21:44:00,paid
t0011948,c03464,p0023,9.16,USD,2025-02-17 22:59:00,paid
t0011949,c02845,p0081,37.57,EUR,2025-03-28 21:12:00,Refunded
t0011950,c00595,p0057,339.22,USD,2025-07-07 21:04:00,paid
t0011951,c02394,p0024,54.28,USD,2025-03-20 12:16:00,paid
t0011952,c00119,p0031,38.54,USD,2025-01-15 17:25:00,paid
t0011953,c01248,p0011,333.74,EUR,2025-05-22 11:42:00,paid
t0011954,c01426,p0097,57.99,USD,2025-07-14 11:44:00,paid
t0011955,c02281,p0072,432.96,EUR,2025-09-17 20:14:00,Paid
t0011956,c03306,p0035,69.69,USD,2025-02-06 20:44:00,paid
t0011957,c01733,p0059,189.22,USD,2025-03-05 10:54:00,refunded
t0011958,c01591,p0079,19.17,USD,2025-06-18 18:54:00,paid
t0011959,c02686,p0098,70.31,USD,2025-06-13 11:34:00,Refunded
t0011960,c01033,p0083,36.6,USD,2025-01-04 21:13:00,paid
t0011961,c03353,p0028,€48.01,USD,2025-01-15 10:23:00,paid
t0011962,c01029,p0039,80.35,USD,2025-06-26 20:22:00,paid
t0011963,c01980,p0043,212.12,USD,2025-02-19 04:36:00,paid
t0011964,c03230,p0048,38.7,MXN,2025-04-01 08:22:00,refunded
t0011965,c03349,p0097,72.81,USD,2025-08-18 19:47:00,refunded
t0011966,c02739,p0017,$25.09,EUR,2025-09-29 13:03:00,refunded
t0011967,c00030,p0032,$136.83,USD,2025-05-10 19:46:00,paid
t0011968,c02517,p0031,42.11,MXN,2025-04-02 11:18:00,paid
t0011969,c01966,p0038,207.15,USD,2025-05-15 11:25:00,cancelled
t0011970,c01059,p0008,18.13,MXN,2025-08-26 07:43:00,refunded
t0011971,c02715,p0049,139.49,USD,2025-02-11 10:30:00,cancelled
t0011972,c02987,p0028,40.64,USD,2025-01-13 20:00:00,paid
t0011973,c00010,p0066,46.78,BRL,2025-05-04 12:26:00,paid
t0011974,c00166,p0050,245.61,USD,2025-09-29 11:33:00,paid
t0011975,c02805,p0057,148.07,USD,2025-06-17 22:13:00,paid
t0011976,c02056,p0074,18.28,USD,2025-07-09 11:04:00,paid
t0011977,c02034,p0115,42.06,USD,2025-07-14 10:42:00,paid
t0011978,c00399,p0061,139.78,USD,2025-09-24 06:27:00,paid
t0011979,c03363,p0094,26.81,USD,2025-08-24 00:00:00,paid
t0011980,c01679,p0064,14.84,USD,2025-07-22 13:57:00,paid
t0011981,c02691,p0117,68.27,USD,2025-09-28 12:55:00,paid
t0011982,c02062,p0094,47.23,MXN,2025-03-04 12:24:00,paid
t0011983,c00012,p0112,223.7,USD,2025-06-09 14:56:00,paid
t0011984,c02660,p0028,43.78,USD,2025-03-27 10:15:00,paid
t0011985,c03038,p0114,52.66,USD,2025-06-24 10:10:00,paid
t0011986,c00708,p0083,32.5,BRL,2025-04-19 13:14:00,paid
t0011987,c03158,p0011,320.44,USD,2025-05-20 20:06:00,paid
t0011988,c01685,p0091,419.72,MXN,2025-06-03 21:28:00,paid
t0011989,c00505,p0064,"$30,0",EUR,2025-09-06 22:38:00,paid
t0011990,c02472,p0051,92.82,USD,2025-02-11 08:57:00,refunded
t0011991,c01307,p0062,21.32,USD,2025-03-19 13:12:00,paid
t0011992,c00566,p0108,28.17,USD,2025-07-08 06:19:00,refunded
t0011993,c01629,p0022,260.11,USD,2025-05-20 20:40:00,paid
t0011994,c00098,p0080,439.21,MXN,2025-05-25 13:44:00,paid
t0011995,c01929,p0046,158.76,USD,2025-05-21 11:08:00,Paid
t0011996,c03262,p0097,€33.93,USD,2025-04-19 13:03:00,refunded
t0011997,c01225,p0062,"€29,12",USD,2025-03-23 10:29:00,paid
t0011998,c03103,p0070,22.07,BRL,2025-06-16 16:19:00,paid
t0011999,c03072,p0082,58.81,EUR,2025-08-27 21:42:00,paid
t0012000,c00387,p0052,35.05,BRL,2025-08-09 14:59:00,Paid
t0012001,c00762,p0012,93.98,MXN,2025-03-01 08:20:00,cancelled
t0012002,c00149,p0032,505.36,USD,2025-03-17 22:37:00,paid
t0012003,c00406,p0045,21.47,USD,2025-07-23 14:34:00,paid
t0012004,c03244,p0080,400.21,USD,2025-05-28 11:18:00,refunded
t0012005,c00648,p0051,74.11,USD,2025-01-14 08:03:00,paid
t0012006,c01447,p0004,36.19,EUR,2025-01-05 09:08:00,paid
t0012007,c01069,p0073,111.9,MXN,2025-06-07 11:28:00,refunded
t0012008,c00776,p0074,17.76,USD,2025-09-06 21:40:00,paid
t0012009,c03361,p0086,13.48,USD,2025-08-07 12:29:00,
t0012010,c01802,p0061,111.19,USD,2025-02-19 10:11:00,paid
t0012011,c00304,p0056,47.11,USD,2025-07-24 23:48:00,cancelled
t0012012,c03079,p0022,298.3,USD,2025-04-16 21:20:00,paid
t0012013,c00050,p0080,121.61,EUR,2025-01-25 21:37:00,Refunded
t0012014,c03093,p0074,16.64,USD,2025-04-04 08:11:00,cancelled
t0012015,c01741,p0057,155.04,MXN,2025-08-19 12:35:00,paid
t0012016,c02001,p0085,14.42,USD,2025-01-03 11:36:00,paid
t0012017,c02528,p0019,39.6,EUR,2025-07-03 19:34:00,PAID
t0012018,c01311,p0115,56.54,USD,2025-07-15 14:09:00,refunded
t0012019,c01124,p0097,44.35,USD,2025-06-13 07:13:00,cancelled
t0012020,c00463,p0102,57.8,MXN,2025-04-29 07:07:00,paid
t0012021,c00225,p0061,40.64,USD,2025-03-15 17:56:00,paid
t0012022,c00029,p0107,53.62,BRL,2025-01-19 13:30:00,Paid
t0012023,c00631,p0072,163.82,EUR,2025-09-08 18:32:00,refunded
t0012024,c01063,p0083,11.16,EUR,2025-06-10 12:14:00,paid
t0012025,c01852,p0044,26.34,EUR,2025-03-18 13:41:00,Paid
t0012026,c02037,p0097,66.52,EUR,2025-04-12 08:45:00,refunded
t0012027,c02335,p0014,23.37,USD,2025-08-22 07:25:00,paid
t0012028,c01792,p0111,16.03,EUR,2025-08-01 11:51:00,paid
t0012029,c00647,p0028,60.62,MXN,2025-08-21 19:27:00,paid
t0012030,c00443,p0013,37.38,USD,2025-09-05 20:30:00,paid
t0012031,c01464,p0081,27.48,USD,2025-07-09 12:37:00,paid
t0012032,c01471,p0022,279.47,EUR,2025-08-15 10:19:00,cancelled
t0012033,c00466,p0028,49.18,USD,2025-08-12 18:18:00,refunded
t0012034,c02213,p0014,20.52,USD,2025-08-12 07:06:00,paid
t0012035,c02929,p0081,45.72,USD,2025-05-29 09:21:00,paid
t0012036,c02359,p0110,184.17,EUR,2025-03-06 09:16:00,paid
t0012037,c02139,p0058,233.37,USD,2025-07-05 21:01:00,paid
t0012038,c03364,p0105,31.55,EUR,2025-09-20 07:00:00,paid
t0012039,c03176,p0118,292.66,USD,2025-05-01 11:05:00,Paid
t0012040,c02291,p0042,74.07,USD,2025-02-09 22:21:00,paid
t0012041,c00044,p0056,46.14,USD,2025-04-21 12:57:00,paid
t0012042,c02873,p0082,28.16,USD,2025-09-30 00:07:00,refunded
t0012043,c01544,p0038,132.46,MXN,2025-04-03 04:15:00,paid
t0012044,c03189,p0082,65.52,USD,2025-07-15 19:45:00,refunded
t0012045,c01432,p0022,162.62,EUR,2025-04-23 18:20:00,paid
t0012046,c00282,p0088,31.43,BRL,2025-04-06 09:00:00,refunded
t0012047,c01040,p0006,131.28,USD,2025-03-07 00:23:00,Refunded
t0012048,c02423,p0077,16.75,BRL,2025-05-21 09:21:00,paid
t0012049,c02710,p0013,48.06,USD,2025-03-16 13:56:00,paid
t0012050,c03191,p0050,218.08,EUR,2025-04-17 19:24:00,paid
t0012051,c02049,p0058,163.21,USD,2025-07-11 06:33:00,paid
t0012052,c00184,p0034,136.64,MXN,2025-01-17 21:56:00,paid
t0012053,c03228,p0046,26.22,USD,2025-01-05 19:23:00,paid
t0012054,c02323,p0020,31.34,EUR,2025-01-19 16:15:00,refunded
